Entity,Code,Date,"Excess mortality P-scores, ages 15–64","Excess mortality P-scores, ages 65–74","Excess mortality P-scores, ages 75–84","Excess mortality P-scores, ages 85+"
England & Wales,,2020-02-02,0.29,2.36,-5.14,-8.81
England & Wales,,2020-02-09,-2.22,-5.06,-7.91,-10.2
England & Wales,,2020-02-16,-4.19,-4.6,-8.85,-4.51
England & Wales,,2020-02-23,-0.7,-3.42,-6.46,-8.76
England & Wales,,2020-03-01,1.42,-0.28,-6.21,-4.06
England & Wales,,2020-03-08,-1.99,-4.24,-4.02,-7.68
England & Wales,,2020-03-15,3.94,-1.9,-1.36,-3.87
England & Wales,,2020-03-22,0.67,4.01,2.42,-1.42
England & Wales,,2020-03-29,9.08,9.62,11.75,9.75
England & Wales,,2020-04-05,47.16,62.18,71.66,53.93
England & Wales,,2020-04-12,62.07,68.13,89.31,76.67
England & Wales,,2020-04-19,71.39,97.06,123.42,130.09
England & Wales,,2020-04-26,71.78,87.49,119.49,130
England & Wales,,2020-05-03,50.13,57.81,81.29,103.57
England & Wales,,2020-05-10,13.22,20.49,33.34,44.59
England & Wales,,2020-05-17,23.21,27.31,45.07,56.78
England & Wales,,2020-05-24,19.61,10.67,23.39,31.96
England & Wales,,2020-05-31,11.07,10.38,21.92,27.7
England & Wales,,2020-06-07,4.65,6.89,10,7.16
England & Wales,,2020-06-14,6.83,5.88,7.1,5.31
England & Wales,,2020-06-21,1.02,2.31,0.85,-3.56
England & Wales,,2020-06-28,-6.25,-2.68,-0.73,-4.36
England & Wales,,2020-07-05,2.12,1.35,1.37,-3.43
England & Wales,,2020-07-12,-3.54,-3.63,-3.91,-9.77
England & Wales,,2020-07-19,2.16,1.15,-0.11,-8.3
England & Wales,,2020-07-26,4.41,-3.41,-2.17,-3.23
England & Wales,,2020-08-02,6.03,3.39,-0.87,-5.65
England & Wales,,2020-08-09,6.8,-4.93,-1.09,-3.79
England & Wales,,2020-08-16,0.6,2.21,5.84,3.38
England & Wales,,2020-08-23,11.92,-0.03,8.24,2.7
England & Wales,,2020-08-30,19.26,8.49,11.88,4.96
England & Wales,,2020-09-06,-11.03,-11.24,-14.29,-20.09
England & Wales,,2020-09-13,3.63,8.11,6.8,4.51
England & Wales,,2020-09-20,8.51,1.56,4.65,0.25
England & Wales,,2020-09-27,10.03,2.4,3.67,-0.39
England & Wales,,2020-10-04,5.52,4.15,8.79,0.54
England & Wales,,2020-10-11,4.04,2.56,1.06,0.44
England & Wales,,2020-10-18,12.24,4.36,7.7,5.7
England & Wales,,2020-10-25,12.22,12.67,13.18,6.77
England & Wales,,2020-11-01,14.35,12.79,12.79,6.29
England & Wales,,2020-11-08,10.69,16.78,19.58,11.48
England & Wales,,2020-11-15,17.41,20.27,25.19,13.8
England & Wales,,2020-11-22,19.4,18.51,27.98,17.53
England & Wales,,2020-11-29,23.65,17.33,21.65,19.81
England & Wales,,2020-12-06,21.09,17.08,14.86,12.69
England & Wales,,2020-12-13,18.86,14.79,18.5,10.12
England & Wales,,2020-12-20,11.79,8.24,15.72,13.23
England & Wales,,2020-12-27,52.61,48.95,45.54,40.85
England & Wales,,2021-01-03,21.06,27.27,27.39,27.95
England & Wales,,2021-01-10,50.72,47.47,51.28,40.1
England & Wales,,2021-01-17,42.01,34.29,36.05,22.98
Estonia,EST,2020-01-05,-8.49,-19.5,-33.47,4.09
Estonia,EST,2020-01-12,10.22,5.59,-18.46,-5.89
Estonia,EST,2020-01-19,2.46,-31.09,3.85,-0.79
Estonia,EST,2020-01-26,-8.78,-15.31,-22.09,1.77
Estonia,EST,2020-02-02,3.51,-13.74,-14.14,-8.49
Estonia,EST,2020-02-09,-12.05,-41.27,-22.35,-6.54
Estonia,EST,2020-02-16,-19.19,-9.52,5.05,12.68
Estonia,EST,2020-02-23,2.52,-12.83,6.4,-2.59
Estonia,EST,2020-03-01,9.38,-6.14,-14.76,-5.81
Estonia,EST,2020-03-08,-3.78,-15.12,-14.51,-13.64
Estonia,EST,2020-03-15,-3.72,37.99,-13.17,9.14
Estonia,EST,2020-03-22,-0.36,23.55,-5.43,-4.67
Estonia,EST,2020-03-29,11.3,4.81,6.99,-4.58
Estonia,EST,2020-04-05,-11.55,20.07,-14.85,22.9
Estonia,EST,2020-04-12,-7.05,35.46,-10.49,10.15
Estonia,EST,2020-04-19,16.28,13.97,-4.76,-0.44
Estonia,EST,2020-04-26,30.35,0.69,-4.11,33.26
Estonia,EST,2020-05-03,12.54,21.34,5.03,-3.89
Estonia,EST,2020-05-10,23.73,1.06,24.05,-3.51
Estonia,EST,2020-05-17,3.45,-6.86,-17.23,2.42
Estonia,EST,2020-05-24,3.15,16,-16.67,-3.37
Estonia,EST,2020-05-31,-0.35,-2.49,3.25,34.57
Estonia,EST,2020-06-07,-2.53,-23.37,12.15,-4.48
Estonia,EST,2020-06-14,9.54,-4.76,17.21,-7.18
Estonia,EST,2020-06-21,-5.08,11.74,-17.1,19.22
Estonia,EST,2020-06-28,2.94,28.69,-7.26,27.88
Estonia,EST,2020-07-05,32.3,10.47,-27.71,12.9
Estonia,EST,2020-07-12,11.94,-2.78,-11.91,20.3
Estonia,EST,2020-07-19,-24.83,6.56,14.8,13.74
Estonia,EST,2020-07-26,10.17,-11.88,4.07,14.49
Estonia,EST,2020-08-02,11.11,24.44,-4.7,29.11
Estonia,EST,2020-08-09,7.14,17.75,-16.27,12.62
Estonia,EST,2020-08-16,0.33,-5.56,18.87,6.8
Estonia,EST,2020-08-23,-6.9,1.12,-3.51,10.03
Estonia,EST,2020-08-30,-16.94,6.12,22.15,21.62
Estonia,EST,2020-09-06,30.51,-1.16,-16.45,13.92
Estonia,EST,2020-09-13,-5.17,-4.38,-16.88,3.33
Estonia,EST,2020-09-20,23.71,20.82,-14.58,24.38
Estonia,EST,2020-09-27,13.72,12.73,-2.75,36.36
Estonia,EST,2020-10-04,-19.24,-7.69,12.15,25.56
Estonia,EST,2020-10-11,-28.36,15.53,-4.65,3.86
Estonia,EST,2020-10-18,-2.56,-6.03,7.4,23.57
Estonia,EST,2020-10-25,-17.76,11.54,-3.37,22.03
Estonia,EST,2020-11-01,-13.85,-18.52,3.88,-10.87
Estonia,EST,2020-11-08,-2.99,7.29,-7.08,16.2
Estonia,EST,2020-11-15,10.69,-0.34,-1.64,-3.19
Estonia,EST,2020-11-22,16.67,28.05,-7.93,25.3
Estonia,EST,2020-11-29,14.79,46.07,-5.56,19.83
Estonia,EST,2020-12-06,-13.04,10.91,15.29,35.42
Estonia,EST,2020-12-13,-13.11,36.36,14.54,22.11
Estonia,EST,2020-12-20,10.71,27.42,-4.19,11.66
Estonia,EST,2020-12-27,-2.32,48.7,9.24,9.07
Estonia,EST,2021-01-03,12.58,7.81,7.14,28.38
Estonia,EST,2021-01-10,-8.49,14.55,6.85,16.73
Estonia,EST,2021-01-17,-16.93,27.33,12.9,15.97
Finland,FIN,2020-01-05,-16.05,-2.1,-19.68,-4.02
Finland,FIN,2020-01-12,-17.26,-4.88,-7.38,-10.22
Finland,FIN,2020-01-19,-12.75,-7.65,-15.44,-5.6
Finland,FIN,2020-01-26,-8.53,11.83,-9.12,-15.29
Finland,FIN,2020-02-02,-12.93,-2.86,-8.53,-2.49
Finland,FIN,2020-02-09,-5.26,20.15,-1.22,-6.73
Finland,FIN,2020-02-16,-11.76,-3.53,14.15,-3.18
Finland,FIN,2020-02-23,-10.14,-1.29,-8.58,9.39
Finland,FIN,2020-03-01,-10.24,5.4,-7.89,-8.43
Finland,FIN,2020-03-08,-16.16,6.17,4.06,1.47
Finland,FIN,2020-03-15,4.27,5.39,-6.49,1.15
Finland,FIN,2020-03-22,-2.49,10.99,0.2,2.97
Finland,FIN,2020-03-29,-7.55,11.11,10,1.02
Finland,FIN,2020-04-05,-11.54,1.6,8.25,4.49
Finland,FIN,2020-04-12,1.01,25.81,13.27,11.08
Finland,FIN,2020-04-19,1.36,-8.31,22.31,-2.68
Finland,FIN,2020-04-26,-9.57,14.65,13.4,20.54
Finland,FIN,2020-05-03,-6.21,6.52,10.06,15.93
Finland,FIN,2020-05-10,-7.26,20.5,9.08,7.88
Finland,FIN,2020-05-17,3.26,25.28,10.02,15.69
Finland,FIN,2020-05-24,2.42,15.34,-14.97,3.01
Finland,FIN,2020-05-31,-2.19,12.81,0.69,5.8
Finland,FIN,2020-06-07,-10.96,12.19,3.49,1.76
Finland,FIN,2020-06-14,0.28,16.82,7.78,-0.11
Finland,FIN,2020-06-21,0.53,8.61,11.49,14.68
Finland,FIN,2020-06-28,-4.3,27.47,2.49,6.52
Finland,FIN,2020-07-05,-22.92,0.73,8.59,18.29
Finland,FIN,2020-07-12,13.06,-3.63,0.7,-3.3
Finland,FIN,2020-07-19,4.91,2.93,11.15,5.03
Finland,FIN,2020-07-26,-0.68,11.72,-7.01,-3.24
Finland,FIN,2020-08-02,3.36,9.36,3.99,2.47
Finland,FIN,2020-08-09,-11.54,11.6,4.11,4.34
Finland,FIN,2020-08-16,6.33,0.91,-0.38,4.97
Finland,FIN,2020-08-23,14.81,1.23,6.12,4.89
Finland,FIN,2020-08-30,2.51,3.41,4.79,1.41
Finland,FIN,2020-09-06,-16.78,9.2,-9.45,13.23
Finland,FIN,2020-09-13,14.4,23.66,10.13,18.79
Finland,FIN,2020-09-20,0.98,-2.03,14.36,4.66
Finland,FIN,2020-09-27,-2.6,27.04,14.77,1.53
Finland,FIN,2020-10-04,-15.45,-10,-2.72,3.22
Finland,FIN,2020-10-11,-5.48,-11.98,2.9,-2.92
Finland,FIN,2020-10-18,-5.01,-11.5,9.17,15.76
Finland,FIN,2020-10-25,0.91,7.56,2.45,3.17
Finland,FIN,2020-11-01,12.47,-0.52,12.88,11.17
Finland,FIN,2020-11-08,1.44,3.23,3.07,3.7
Finland,FIN,2020-11-15,-2.08,8.5,2.39,1.88
Finland,FIN,2020-11-22,0.42,13.28,15.82,5.03
Finland,FIN,2020-11-29,-19.01,9.84,11.11,11.03
Finland,FIN,2020-12-06,-11.41,-1.23,8.25,8.65
Finland,FIN,2020-12-13,2.75,8.79,-2.93,4.5
Finland,FIN,2020-12-20,-8.43,0.1,-0.46,4.16
Finland,FIN,2020-12-27,-15.78,-2.67,-17.09,-28.42
France,FRA,2020-01-05,-3.85,6.09,-12.48,-5.38
France,FRA,2020-01-12,-6.69,13.72,-10.7,-2.15
France,FRA,2020-01-19,-6.18,4.53,-10.96,-3.71
France,FRA,2020-01-26,-7.57,4.85,-9.59,-6.24
France,FRA,2020-02-02,-3.67,6.38,-13.32,-2.53
France,FRA,2020-02-09,-9.05,5.74,-9.5,-6.53
France,FRA,2020-02-16,-7.14,2.87,-9.07,-6.61
France,FRA,2020-02-23,-9.35,1.77,-14.62,-7.77
France,FRA,2020-03-01,-8.54,8.93,-14.62,-6.8
France,FRA,2020-03-08,-1.16,1.91,-6.44,-4.92
France,FRA,2020-03-15,-3.31,15.78,-3.18,7.15
France,FRA,2020-03-22,3.11,31.18,18.57,20.43
France,FRA,2020-03-29,11.09,48.06,43.98,44.09
France,FRA,2020-04-05,21.82,59.87,66.57,82.86
France,FRA,2020-04-12,12.44,50.25,56.34,76.71
France,FRA,2020-04-19,3.78,33.59,36.3,57.03
France,FRA,2020-04-26,-1.76,22.07,10.83,26.92
France,FRA,2020-05-03,-8.3,11.37,-1.09,9.7
France,FRA,2020-05-10,-8.02,13.48,-2.44,8.63
France,FRA,2020-05-17,-2.26,10.16,-5.51,5.03
France,FRA,2020-05-24,1.78,10.89,-2.23,9.64
France,FRA,2020-05-31,-0.25,6.66,-3.8,3.25
France,FRA,2020-06-07,-6.97,8.08,-3.77,6.1
France,FRA,2020-06-14,-2.86,11.58,-3.26,5.23
France,FRA,2020-06-21,-12.15,6.72,-0.96,4.34
France,FRA,2020-06-28,-2.9,15.26,-1.19,12.56
France,FRA,2020-07-05,-11.26,6.14,-12.84,-6.14
France,FRA,2020-07-12,-6.61,5.18,-3.43,5.11
France,FRA,2020-07-19,-8.5,6.58,-8.45,-1.39
France,FRA,2020-07-26,-5.39,13.63,-4.96,2.01
France,FRA,2020-08-02,-4.3,12.04,3.81,11.08
France,FRA,2020-08-09,-3.31,18.36,-0.76,6.12
France,FRA,2020-08-16,8.5,28.37,10.83,20.77
France,FRA,2020-08-23,-5.06,10.98,-2.77,4.11
France,FRA,2020-08-30,-4.68,15.54,-1.88,2.4
France,FRA,2020-09-06,-3.94,19,-0.09,7.04
France,FRA,2020-09-13,1.01,13.8,1.25,12.46
France,FRA,2020-09-20,0.02,12.83,6.53,16.91
France,FRA,2020-09-27,-2.7,12.32,-4.73,3.81
France,FRA,2020-10-04,-0.39,18.53,2.18,12.23
France,FRA,2020-10-11,-2.69,15.53,7,5.19
France,FRA,2020-10-18,-4.71,18.86,5.18,15.91
France,FRA,2020-10-25,4.24,26.27,17.13,30.42
France,FRA,2020-11-01,0.69,31.19,24.54,44.36
France,FRA,2020-11-08,5.08,35.58,37.15,50.78
France,FRA,2020-11-15,2.57,31.67,35.97,50.86
France,FRA,2020-11-22,0.08,31.1,24.69,44.92
France,FRA,2020-11-29,3.16,23.92,20.23,39.74
France,FRA,2020-12-06,1.85,25.19,16.86,34.51
France,FRA,2020-12-13,-0.79,30.71,15.43,27.67
France,FRA,2020-12-20,-6.85,16.09,11.82,20.27
France,FRA,2020-12-27,-7.2,13.56,4.97,12.91
France,FRA,2021-01-03,-11.51,9.49,5.77,22.27
Germany,DEU,2020-01-05,-2.36,-5.73,-2.38,-0.91
Germany,DEU,2020-01-12,-2.18,-1.61,-2.01,0.79
Germany,DEU,2020-01-19,1.21,-4.13,-2.63,-1.48
Germany,DEU,2020-01-26,-5.42,-0.34,-4.2,-6.25
Germany,DEU,2020-02-02,-2.59,-1.39,-1.75,-4.43
Germany,DEU,2020-02-09,-4.9,-5.05,-7.67,-6.47
Germany,DEU,2020-02-16,-3.68,-5.56,-4.26,-5.47
Germany,DEU,2020-02-23,-7.78,-6.74,-7.55,-13.47
Germany,DEU,2020-03-01,-8.31,-10.77,-8.73,-10.19
Germany,DEU,2020-03-08,-9.11,-7.17,-9.54,-6.27
Germany,DEU,2020-03-15,-4.27,0.67,-3.51,-2.88
Germany,DEU,2020-03-22,-0.59,2.98,0.38,1.09
Germany,DEU,2020-03-29,1.32,4.74,3.25,5.38
Germany,DEU,2020-04-05,2.33,9.64,12.8,15.07
Germany,DEU,2020-04-12,4.95,11.02,14.29,20.07
Germany,DEU,2020-04-19,0.78,6.94,11.08,16.81
Germany,DEU,2020-04-26,-0.82,3.51,6.71,10.58
Germany,DEU,2020-05-03,0.28,4.03,5.8,8.12
Germany,DEU,2020-05-10,-0.41,-0.71,-1.25,6.5
Germany,DEU,2020-05-17,2.34,1.78,-1.7,1.7
Germany,DEU,2020-05-24,0.04,3.3,-0.22,8.19
Germany,DEU,2020-05-31,1.11,0.49,-2.92,1.3
Germany,DEU,2020-06-07,-1.83,5.59,0.77,11.45
Germany,DEU,2020-06-14,0.46,2.7,1.72,7.87
Germany,DEU,2020-06-21,-4.02,1.97,-4.24,1.91
Germany,DEU,2020-06-28,-0.13,5.99,0.55,9.06
Germany,DEU,2020-07-05,1.11,0.54,-3.03,1.8
Germany,DEU,2020-07-12,-0.68,-2.15,-0.16,3.1
Germany,DEU,2020-07-19,-1.77,-3.73,-1.5,-0.64
Germany,DEU,2020-07-26,-3.52,-3.23,-5.56,-2.19
Germany,DEU,2020-08-02,-0.42,-1.95,-2.14,3.6
Germany,DEU,2020-08-09,-0.4,5.65,1.91,10.94
Germany,DEU,2020-08-16,12.25,16.1,19,27.48
Germany,DEU,2020-08-23,-2.8,7.36,3.53,12.48
Germany,DEU,2020-08-30,-4.79,-1.53,-2.56,7.67
Germany,DEU,2020-09-06,-0.26,5.08,1.44,8.07
Germany,DEU,2020-09-13,-0.23,5.07,2.71,8.95
Germany,DEU,2020-09-20,1.9,1.77,6.66,12.57
Germany,DEU,2020-09-27,0.13,9.13,1.64,6.96
Germany,DEU,2020-10-04,0.24,2.82,4.33,10.01
Germany,DEU,2020-10-11,-2.05,4.21,-2.79,2.11
Germany,DEU,2020-10-18,0.24,4.86,-1.42,5.77
Germany,DEU,2020-10-25,3.85,10.55,2.72,12.97
Germany,DEU,2020-11-01,-2.31,10.12,4.96,12.62
Germany,DEU,2020-11-08,-1.06,8.26,3.6,13.44
Germany,DEU,2020-11-15,-2.43,10.26,8.46,16.08
Germany,DEU,2020-11-22,3.14,8.05,9.7,17.21
Germany,DEU,2020-11-29,0.58,12.25,12.79,25.99
Germany,DEU,2020-12-06,2.23,17.61,18.08,28.63
Germany,DEU,2020-12-13,6.34,16.24,22.38,41.75
Germany,DEU,2020-12-20,2.24,16.62,22.83,42.19
Germany,DEU,2020-12-27,4.14,21.17,30.3,45.52
Greece,GRC,2020-01-05,1.61,9.39,-14.75,0.99
Greece,GRC,2020-01-12,2.68,1.96,-8.46,0.59
Greece,GRC,2020-01-19,-3.16,-1.83,-3.72,6.54
Greece,GRC,2020-01-26,2.2,1.04,-11.36,6.3
Greece,GRC,2020-02-02,-2.83,7.84,-0.84,15.8
Greece,GRC,2020-02-09,-0.03,0.72,-3.76,17.18
Greece,GRC,2020-02-16,9.2,1.12,1.05,19.03
Greece,GRC,2020-02-23,-5.58,-0.65,-8.17,7.54
Greece,GRC,2020-03-01,1.44,3.42,-8,10.07
Greece,GRC,2020-03-08,-1.29,4.64,-1.89,21.23
Greece,GRC,2020-03-15,-4.91,15.77,-0.64,15.87
Greece,GRC,2020-03-22,5.86,19.48,-4.53,16.5
Greece,GRC,2020-03-29,-5.97,7.4,2.43,12.14
Greece,GRC,2020-04-05,2.39,2.95,-6.79,14.24
Greece,GRC,2020-04-12,-3.62,12.84,-9.86,9.14
Greece,GRC,2020-04-19,-10.2,1.83,-7.06,9.64
Greece,GRC,2020-04-26,-8.43,-4.31,-8.83,6.33
Greece,GRC,2020-05-03,-7.37,2.52,-5.74,9.52
Greece,GRC,2020-05-10,6.09,-12.6,-7.08,3.34
Greece,GRC,2020-05-17,14.54,13.06,3.65,27.07
Greece,GRC,2020-05-24,10.43,8.72,3.14,21.81
Greece,GRC,2020-05-31,-7.63,-1.37,-19.77,-11.3
Greece,GRC,2020-06-07,-1.85,3.52,-13.4,1.14
Greece,GRC,2020-06-14,-9.1,3.68,-7.97,2.02
Greece,GRC,2020-06-21,-9.31,-3.38,-6.11,5.58
Greece,GRC,2020-06-28,-13.37,-1.47,-15.78,-3.22
Greece,GRC,2020-07-05,-1.49,13.42,2.89,26.24
Greece,GRC,2020-07-12,-8.88,2.45,-5.26,11.43
Greece,GRC,2020-07-19,-7.3,5.04,-3.95,3.79
Greece,GRC,2020-07-26,-13.34,16.41,-8.88,5.41
Greece,GRC,2020-08-02,-3.04,11.63,11.45,29.56
Greece,GRC,2020-08-09,-1.69,0.43,-3.07,14.21
Greece,GRC,2020-08-16,-17.24,5.31,-0.52,14.48
Greece,GRC,2020-08-23,0.83,10.62,-0.81,19.68
Greece,GRC,2020-08-30,2.82,17.43,-4.35,12.89
Greece,GRC,2020-09-06,-3.77,-0.33,6.22,23.74
Greece,GRC,2020-09-13,2.94,15.16,-2.1,22.37
Greece,GRC,2020-09-20,7.07,11.31,2.88,22.94
Greece,GRC,2020-09-27,5.56,11.65,2.93,10.72
Greece,GRC,2020-10-04,-4.37,7.76,-3.54,13.66
Greece,GRC,2020-10-11,11.91,12.46,-7.67,6.66
Greece,GRC,2020-10-18,-2.02,-4.11,0.07,0.62
Greece,GRC,2020-10-25,-2.24,0.55,-7.82,9.79
Greece,GRC,2020-11-01,-2.61,19.97,4.16,9.52
Greece,GRC,2020-11-08,-0.66,15.32,5.94,16.16
Greece,GRC,2020-11-15,12.74,32.78,16.39,25.57
Greece,GRC,2020-11-22,23.93,57.02,33.52,30.64
Greece,GRC,2020-11-29,38.36,55.5,30.61,41.05
Greece,GRC,2020-12-06,38.66,45.48,32.01,38.32
Hungary,HUN,2020-01-05,-8.91,0.42,-11.2,-16.14
Hungary,HUN,2020-01-12,-15.26,-4.55,-13.1,-11.59
Hungary,HUN,2020-01-19,-14.46,-8.8,-10.41,-12.87
Hungary,HUN,2020-01-26,-13.82,-1.13,-10.62,-12.39
Hungary,HUN,2020-02-02,-19.23,0.61,-5.51,-10.57
Hungary,HUN,2020-02-09,-17.86,-6.65,-12.2,-19.54
Hungary,HUN,2020-02-16,-18.22,4.12,-4.96,-12.66
Hungary,HUN,2020-02-23,-24.08,-4.5,-8.72,-13.89
Hungary,HUN,2020-03-01,-11,2.74,-3.01,-4.74
Hungary,HUN,2020-03-08,-16.81,0.45,-5.88,-7.78
Hungary,HUN,2020-03-15,-17.46,4.45,-3.04,-5.34
Hungary,HUN,2020-03-22,-7.16,11.59,9.98,8.51
Hungary,HUN,2020-03-29,-15.15,11.44,0.55,2.77
Hungary,HUN,2020-04-05,-6.06,8.27,-1.71,2.09
Hungary,HUN,2020-04-12,1.56,0.42,1.62,11.84
Hungary,HUN,2020-04-19,-2.69,7.84,-0.33,8.79
Hungary,HUN,2020-04-26,-9.22,4.54,-5.89,-1.59
Hungary,HUN,2020-05-03,-13.86,-6.29,-0.9,-0.77
Hungary,HUN,2020-05-10,-8.69,9.17,-1.11,-1.88
Hungary,HUN,2020-05-17,-8.13,12.5,-0.51,10.88
Hungary,HUN,2020-05-24,-19.6,6.68,-5.24,-10.9
Hungary,HUN,2020-05-31,-10.32,0.39,-2.88,-4.5
Hungary,HUN,2020-06-07,-0.05,7.19,8.04,8.55
Hungary,HUN,2020-06-14,-15.18,5.6,-1.53,10.47
Hungary,HUN,2020-06-21,-8.15,5.22,-12.27,-15.13
Hungary,HUN,2020-06-28,-0.44,12.98,-1.69,4.26
Hungary,HUN,2020-07-05,-6.81,13.49,3.88,7.2
Hungary,HUN,2020-07-12,-9.04,-1.29,-6.43,-1.02
Hungary,HUN,2020-07-19,-20.92,8.04,-5.82,-10.04
Hungary,HUN,2020-07-26,-22.44,-2.22,-9.93,-2.41
Hungary,HUN,2020-08-02,-1.69,-2.72,4.59,7.95
Hungary,HUN,2020-08-09,-0.51,8.91,0.66,-3.16
Hungary,HUN,2020-08-16,-5.54,4.66,-5.47,0.55
Hungary,HUN,2020-08-23,-4.43,15.48,-4.7,2.79
Hungary,HUN,2020-08-30,-13.62,9.22,-4.79,-5.54
Hungary,HUN,2020-09-06,-11.73,5.85,3.82,0.6
Hungary,HUN,2020-09-13,-10.77,11.91,-3.44,15.78
Hungary,HUN,2020-09-20,-4.14,12.34,12.46,5.16
Hungary,HUN,2020-09-27,-9.42,23.64,7.33,-2.33
Hungary,HUN,2020-10-04,-3.28,13.38,10.78,4.17
Hungary,HUN,2020-10-11,-8.87,12.23,5.79,7.53
Hungary,HUN,2020-10-18,0.63,22.41,17.8,11.66
Hungary,HUN,2020-10-25,5.63,33.83,32.91,18.67
Hungary,HUN,2020-11-01,8.96,43.26,39.92,33.7
Hungary,HUN,2020-11-08,13.56,56.92,53.33,52.91
Hungary,HUN,2020-11-15,25.8,73.59,84.51,54.37
Hungary,HUN,2020-11-22,22.16,70.8,67.45,52.97
Hungary,HUN,2020-11-29,26.07,64.59,63.65,76.82
Hungary,HUN,2020-12-06,21.36,65.65,59.94,57.66
Hungary,HUN,2020-12-13,7.41,51.07,62.54,61.03
Hungary,HUN,2020-12-20,1.61,36.82,44.96,44.21
Hungary,HUN,2020-12-27,11.21,38.83,30.79,36.8
Iceland,ISL,2020-01-05,66.67,89.66,-3.23,10.58
Iceland,ISL,2020-01-12,60.71,47.06,1.56,3.6
Iceland,ISL,2020-01-19,100,-13.79,-13.04,28.87
Iceland,ISL,2020-01-26,-9.09,35.14,2.94,50.6
Iceland,ISL,2020-02-02,-48.28,73.08,-15.25,-24.11
Iceland,ISL,2020-02-09,12.9,-10.26,-19.64,6.19
Iceland,ISL,2020-02-16,-9.09,-37.5,55.74,-5.94
Iceland,ISL,2020-02-23,-69.7,29.03,1.35,26.37
Iceland,ISL,2020-03-01,-46.43,-30.56,-18.03,34.41
Iceland,ISL,2020-03-08,8.11,-11.76,40,-0.99
Iceland,ISL,2020-03-15,21.21,-13.79,0,-20.21
Iceland,ISL,2020-03-22,-21.88,15.38,14.58,-15
Iceland,ISL,2020-03-29,12.5,-11.76,22.81,-36.89
Iceland,ISL,2020-04-05,-6.25,29.03,82.69,-20.79
Iceland,ISL,2020-04-12,52.78,-16.67,18.18,2.27
Iceland,ISL,2020-04-19,-12.5,30.43,-10.45,64.77
Iceland,ISL,2020-04-26,-50,-52.38,31.58,-27.71
Iceland,ISL,2020-05-03,7.14,40.62,1.85,4.65
Iceland,ISL,2020-05-10,11.11,-35.48,35.42,-34.07
Iceland,ISL,2020-05-17,7.14,0,9.09,-13.98
Iceland,ISL,2020-05-24,-25,51.52,9.37,12.5
Iceland,ISL,2020-05-31,48.15,-21.88,22.95,19.57
Iceland,ISL,2020-06-07,-44.44,7.14,-39.66,-18.75
Iceland,ISL,2020-06-14,9.37,-14.63,13.64,-6.25
Iceland,ISL,2020-06-21,6.06,25,-20,-43.66
Iceland,ISL,2020-06-28,71.05,-54.55,-46.43,-42.71
Iceland,ISL,2020-07-05,-2.78,-34.21,-23.08,-12.16
Iceland,ISL,2020-07-12,50,0,22.81,4.84
Iceland,ISL,2020-07-19,96.97,-47.37,18.18,-11.76
Iceland,ISL,2020-07-26,32.35,-25,-33.82,-38.27
Iceland,ISL,2020-08-02,57.89,4.17,-13.79,-17.72
Iceland,ISL,2020-08-09,28.57,-6.25,-4.76,-17.65
Iceland,ISL,2020-08-16,76.47,37.93,-43.4,5.26
Iceland,ISL,2020-08-23,15.38,12.9,-19.64,-48.86
Iceland,ISL,2020-08-30,-20,-14.29,-28.57,-20
Iceland,ISL,2020-09-06,28.21,60,12.07,57.53
Iceland,ISL,2020-09-13,28.57,-6.25,-46.15,1.27
Iceland,ISL,2020-09-20,12.5,2.94,-6.78,20
Iceland,ISL,2020-09-27,-34.21,21.62,-38.36,-35.64
Iceland,ISL,2020-10-04,-19.35,-51.61,-4.76,-2.3
Iceland,ISL,2020-10-11,-18.92,45.83,60.71,2.15
Iceland,ISL,2020-10-18,61.29,-30.56,1.69,19.05
Iceland,ISL,2020-10-25,-25.53,0,-5.66,32.53
Iceland,ISL,2020-11-01,-35.48,122.22,52.54,17.98
Iceland,ISL,2020-11-08,-3.23,12.9,7.14,60.92
Iceland,ISL,2020-11-15,-23.91,-14.29,30.14,39.24
Iceland,ISL,2020-11-22,66.67,-61.54,29.63,-17.65
Iceland,ISL,2020-11-29,-6.25,-53.12,-27.42,-19.35
Iceland,ISL,2020-12-06,-100,-18.6,12.07,15.85
Iceland,ISL,2020-12-13,2.94,66.67,-50.82,36.36
Iceland,ISL,2020-12-20,-39.39,12.9,4.84,3.26
Iceland,ISL,2020-12-27,-28.57,106.9,57.41,-2.17
Iceland,ISL,2021-01-03,-42.86,-13.79,-16.67,-34.78
Israel,ISR,2020-01-05,1.7,11.83,3.11,13.29
Israel,ISR,2020-01-12,-5.8,2.69,-9.76,-0.52
Israel,ISR,2020-01-19,4.78,12.97,1.47,8.04
Israel,ISR,2020-01-26,5.44,3.08,-13.31,-5.68
Israel,ISR,2020-02-02,-8,3.84,-9.92,-8.08
Israel,ISR,2020-02-09,-22.11,1.39,-11.53,-9.14
Israel,ISR,2020-02-16,-1.49,-0.93,-6.56,1.59
Israel,ISR,2020-02-23,-3.16,5.6,-2.68,2.74
Israel,ISR,2020-03-01,5.34,-0.12,-12.44,-8.07
Israel,ISR,2020-03-08,-2.44,5.84,-4.39,-0.95
Israel,ISR,2020-03-15,-7.89,15.85,3.99,6.04
Israel,ISR,2020-03-22,-18.65,5.74,3.18,12.75
Israel,ISR,2020-03-29,8.29,23.09,5.52,11.37
